measurement,cell_type,cell_name,sample_name,gene_symbol,observation
0.2985,Cellline,RMS,RMS.C7,POMZP3,12454
0.3278,Cellline,RMS,RMS.C8,POMZP3,12455
0.1697,Cellline,RMS,RMS.C9,POMZP3,12456
0.547,Tumor,EWS,EWS.T1,POMZP3,12457
1.5618,Tumor,EWS,EWS.T11,POMZP3,12458
0.8182,Tumor,EWS,EWS.T12,POMZP3,12459
0.3305,Tumor,EWS,EWS.T13,POMZP3,12460
0.4089,Tumor,EWS,EWS.T14,POMZP3,12461
0.7374,Tumor,EWS,EWS.T15,POMZP3,12462
0.8479,Tumor,EWS,EWS.T19,POMZP3,12463
0.661,Tumor,EWS,EWS.T2,POMZP3,12464
1.5225,Tumor,EWS,EWS.T3,POMZP3,12465
0.9455,Tumor,EWS,EWS.T4,POMZP3,12466
0.9178,Tumor,EWS,EWS.T6,POMZP3,12467
1.0681,Tumor,EWS,EWS.T7,POMZP3,12468
0.8504,Tumor,EWS,EWS.T9,POMZP3,12469
0.2642,Tumor,RMS,RMS.T1,POMZP3,12470
0.3662,Tumor,RMS,RMS.T10,POMZP3,12471
0.1679,Tumor,RMS,RMS.T11,POMZP3,12472
1.1658,Tumor,RMS,RMS.T2,POMZP3,12473
0.789,Tumor,RMS,RMS.T3,POMZP3,12474
0.4241,Tumor,RMS,RMS.T4,POMZP3,12475
0.4094,Tumor,RMS,RMS.T5,POMZP3,12476
0.6549,Tumor,RMS,RMS.T6,POMZP3,12477
0.5372,Tumor,RMS,RMS.T7,POMZP3,12478
0.407,Tumor,RMS,RMS.T8,POMZP3,12479
0.5905,Tumor,RMS,RMS.T9,POMZP3,12480
0.3245,Cellline,BL-NHL,BL.C1,POU4F1,12481
0.151,Cellline,BL-NHL,BL.C2,POU4F1,12482
0.198,Cellline,BL-NHL,BL.C3,POU4F1,12483
0.1844,Cellline,BL-NHL,BL.C4,POU4F1,12484
0.1733,Cellline,BL-NHL,BL.C5,POU4F1,12485
0.1754,Cellline,BL-NHL,BL.C6,POU4F1,12486
0.0939,Cellline,BL-NHL,BL.C7,POU4F1,12487
0.1037,Cellline,BL-NHL,BL.C8,POU4F1,12488
0.5869,Cellline,EWS,EWS.C1,POU4F1,12489
0.5261,Cellline,EWS,EWS.C10,POU4F1,12490
0.5555,Cellline,EWS,EWS.C11,POU4F1,12491
0.1887,Cellline,EWS,EWS.C2,POU4F1,12492
0.3343,Cellline,EWS,EWS.C3,POU4F1,12493
1.0924,Cellline,EWS,EWS.C4,POU4F1,12494
0.8259,Cellline,EWS,EWS.C6,POU4F1,12495
0.3977,Cellline,EWS,EWS.C7,POU4F1,12496
0.551,Cellline,EWS,EWS.C8,POU4F1,12497
0.7435,Cellline,EWS,EWS.C9,POU4F1,12498
0.2201,Cellline,NB,NB.C1,POU4F1,12499
0.2364,Cellline,NB,NB.C10,POU4F1,12500
0.1597,Cellline,NB,NB.C11,POU4F1,12501
0.3189,Cellline,NB,NB.C12,POU4F1,12502
0.2367,Cellline,NB,NB.C2,POU4F1,12503
0.2655,Cellline,NB,NB.C3,POU4F1,12504
0.1618,Cellline,NB,NB.C4,POU4F1,12505
0.2469,Cellline,NB,NB.C5,POU4F1,12506
0.15,Cellline,NB,NB.C6,POU4F1,12507
0.1452,Cellline,NB,NB.C7,POU4F1,12508
0.4544,Cellline,NB,NB.C8,POU4F1,12509
0.3171,Cellline,NB,NB.C9,POU4F1,12510
0.4562,Cellline,RMS,RMS.C10,POU4F1,12511
0.289,Cellline,RMS,RMS.C11,POU4F1,12512
0.7379,Cellline,RMS,RMS.C2,POU4F1,12513
0.9931,Cellline,RMS,RMS.C3,POU4F1,12514
3.7234,Cellline,RMS,RMS.C4,POU4F1,12515
0.4673,Cellline,RMS,RMS.C5,POU4F1,12516
1.7797,Cellline,RMS,RMS.C6,POU4F1,12517
1.1661,Cellline,RMS,RMS.C7,POU4F1,12518
0.9104,Cellline,RMS,RMS.C8,POU4F1,12519
0.3855,Cellline,RMS,RMS.C9,POU4F1,12520
0.5573,Tumor,EWS,EWS.T1,POU4F1,12521
0.5181,Tumor,EWS,EWS.T11,POU4F1,12522
0.292,Tumor,EWS,EWS.T12,POU4F1,12523
0.2149,Tumor,EWS,EWS.T13,POU4F1,12524
0.3027,Tumor,EWS,EWS.T14,POU4F1,12525
0.2832,Tumor,EWS,EWS.T15,POU4F1,12526
0.4685,Tumor,EWS,EWS.T19,POU4F1,12527
0.6832,Tumor,EWS,EWS.T2,POU4F1,12528
0.4507,Tumor,EWS,EWS.T3,POU4F1,12529
0.328,Tumor,EWS,EWS.T4,POU4F1,12530
0.4186,Tumor,EWS,EWS.T6,POU4F1,12531
0.6532,Tumor,EWS,EWS.T7,POU4F1,12532
0.3912,Tumor,EWS,EWS.T9,POU4F1,12533
1.1542,Tumor,RMS,RMS.T1,POU4F1,12534
0.2033,Tumor,RMS,RMS.T10,POU4F1,12535
0.1692,Tumor,RMS,RMS.T11,POU4F1,12536
0.6872,Tumor,RMS,RMS.T2,POU4F1,12537
0.4793,Tumor,RMS,RMS.T3,POU4F1,12538
1.5136,Tumor,RMS,RMS.T4,POU4F1,12539
2.2946,Tumor,RMS,RMS.T5,POU4F1,12540
0.1852,Tumor,RMS,RMS.T6,POU4F1,12541
0.2036,Tumor,RMS,RMS.T7,POU4F1,12542
0.4568,Tumor,RMS,RMS.T8,POU4F1,12543
0.4009,Tumor,RMS,RMS.T9,POU4F1,12544
0.3695,Cellline,BL-NHL,BL.C1,PPP2R1B,12545
0.3085,Cellline,BL-NHL,BL.C2,PPP2R1B,12546
0.2665,Cellline,BL-NHL,BL.C3,PPP2R1B,12547
0.4858,Cellline,BL-NHL,BL.C4,PPP2R1B,12548
0.9395,Cellline,BL-NHL,BL.C5,PPP2R1B,12549
0.5935,Cellline,BL-NHL,BL.C6,PPP2R1B,12550
0.3787,Cellline,BL-NHL,BL.C7,PPP2R1B,12551
0.1996,Cellline,BL-NHL,BL.C8,PPP2R1B,12552
0.2298,Cellline,EWS,EWS.C1,PPP2R1B,12553
0.1761,Cellline,EWS,EWS.C10,PPP2R1B,12554
0.1702,Cellline,EWS,EWS.C11,PPP2R1B,12555
0.1603,Cellline,EWS,EWS.C2,PPP2R1B,12556
0.1414,Cellline,EWS,EWS.C3,PPP2R1B,12557
0.2355,Cellline,EWS,EWS.C4,PPP2R1B,12558
0.1989,Cellline,EWS,EWS.C6,PPP2R1B,12559
0.2642,Cellline,EWS,EWS.C7,PPP2R1B,12560
0.1257,Cellline,EWS,EWS.C8,PPP2R1B,12561
0.1809,Cellline,EWS,EWS.C9,PPP2R1B,12562
0.1435,Cellline,NB,NB.C1,PPP2R1B,12563
0.2427,Cellline,NB,NB.C10,PPP2R1B,12564
0.183,Cellline,NB,NB.C11,PPP2R1B,12565
0.1743,Cellline,NB,NB.C12,PPP2R1B,12566
0.2408,Cellline,NB,NB.C2,PPP2R1B,12567
0.2342,Cellline,NB,NB.C3,PPP2R1B,12568
0.2378,Cellline,NB,NB.C4,PPP2R1B,12569
0.2928,Cellline,NB,NB.C5,PPP2R1B,12570
0.1646,Cellline,NB,NB.C6,PPP2R1B,12571
0.1485,Cellline,NB,NB.C7,PPP2R1B,12572
0.0512,Cellline,NB,NB.C8,PPP2R1B,12573
0.1036,Cellline,NB,NB.C9,PPP2R1B,12574
0.2534,Cellline,RMS,RMS.C10,PPP2R1B,12575
0.3054,Cellline,RMS,RMS.C11,PPP2R1B,12576
0.1672,Cellline,RMS,RMS.C2,PPP2R1B,12577
0.4425,Cellline,RMS,RMS.C3,PPP2R1B,12578
0.463,Cellline,RMS,RMS.C4,PPP2R1B,12579
0.582,Cellline,RMS,RMS.C5,PPP2R1B,12580
0.2007,Cellline,RMS,RMS.C6,PPP2R1B,12581
0.3032,Cellline,RMS,RMS.C7,PPP2R1B,12582
0.3312,Cellline,RMS,RMS.C8,PPP2R1B,12583
0.1681,Cellline,RMS,RMS.C9,PPP2R1B,12584
0.1893,Tumor,EWS,EWS.T1,PPP2R1B,12585
0.2276,Tumor,EWS,EWS.T11,PPP2R1B,12586
0.3221,Tumor,EWS,EWS.T12,PPP2R1B,12587
0.6443,Tumor,EWS,EWS.T13,PPP2R1B,12588
0.2106,Tumor,EWS,EWS.T14,PPP2R1B,12589
0.1686,Tumor,EWS,EWS.T15,PPP2R1B,12590
0.2982,Tumor,EWS,EWS.T19,PPP2R1B,12591
0.3283,Tumor,EWS,EWS.T2,PPP2R1B,12592
0.1556,Tumor,EWS,EWS.T3,PPP2R1B,12593
0.1955,Tumor,EWS,EWS.T4,PPP2R1B,12594
0.3741,Tumor,EWS,EWS.T6,PPP2R1B,12595
0.29,Tumor,EWS,EWS.T7,PPP2R1B,12596
0.3741,Tumor,EWS,EWS.T9,PPP2R1B,12597
0.2016,Tumor,RMS,RMS.T1,PPP2R1B,12598
0.1652,Tumor,RMS,RMS.T10,PPP2R1B,12599
0.2056,Tumor,RMS,RMS.T11,PPP2R1B,12600
0.1932,Tumor,RMS,RMS.T2,PPP2R1B,12601
0.1486,Tumor,RMS,RMS.T3,PPP2R1B,12602
0.1656,Tumor,RMS,RMS.T4,PPP2R1B,12603
0.3117,Tumor,RMS,RMS.T5,PPP2R1B,12604
0.3101,Tumor,RMS,RMS.T6,PPP2R1B,12605
0.2014,Tumor,RMS,RMS.T7,PPP2R1B,12606
0.1648,Tumor,RMS,RMS.T8,PPP2R1B,12607
0.8025,Tumor,RMS,RMS.T9,PPP2R1B,12608
0.1661,Cellline,BL-NHL,BL.C1,PPP3CA,12609
0.1839,Cellline,BL-NHL,BL.C2,PPP3CA,12610
0.3635,Cellline,BL-NHL,BL.C3,PPP3CA,12611
0.1613,Cellline,BL-NHL,BL.C4,PPP3CA,12612
0.3247,Cellline,BL-NHL,BL.C5,PPP3CA,12613
0.1271,Cellline,BL-NHL,BL.C6,PPP3CA,12614
0.2319,Cellline,BL-NHL,BL.C7,PPP3CA,12615
0.1985,Cellline,BL-NHL,BL.C8,PPP3CA,12616
0.0702,Cellline,EWS,EWS.C1,PPP3CA,12617
0.4448,Cellline,EWS,EWS.C10,PPP3CA,12618
0.3355,Cellline,EWS,EWS.C11,PPP3CA,12619
0.1084,Cellline,EWS,EWS.C2,PPP3CA,12620
0.1559,Cellline,EWS,EWS.C3,PPP3CA,12621
0.881,Cellline,EWS,EWS.C4,PPP3CA,12622
0.3325,Cellline,EWS,EWS.C6,PPP3CA,12623
0.3577,Cellline,EWS,EWS.C7,PPP3CA,12624
0.3328,Cellline,EWS,EWS.C8,PPP3CA,12625
0.3096,Cellline,EWS,EWS.C9,PPP3CA,12626
0.5134,Cellline,NB,NB.C1,PPP3CA,12627
3.2777,Cellline,NB,NB.C10,PPP3CA,12628
0.3404,Cellline,NB,NB.C11,PPP3CA,12629
0.4155,Cellline,NB,NB.C12,PPP3CA,12630
0.1838,Cellline,NB,NB.C2,PPP3CA,12631
0.2738,Cellline,NB,NB.C3,PPP3CA,12632
0.7354,Cellline,NB,NB.C4,PPP3CA,12633
0.4702,Cellline,NB,NB.C5,PPP3CA,12634
0.6213,Cellline,NB,NB.C6,PPP3CA,12635
0.2206,Cellline,NB,NB.C7,PPP3CA,12636
0.3329,Cellline,NB,NB.C8,PPP3CA,12637
0.2898,Cellline,NB,NB.C9,PPP3CA,12638
0.1394,Cellline,RMS,RMS.C10,PPP3CA,12639
0.4453,Cellline,RMS,RMS.C11,PPP3CA,12640
0.2334,Cellline,RMS,RMS.C2,PPP3CA,12641
0.3457,Cellline,RMS,RMS.C3,PPP3CA,12642
0.1641,Cellline,RMS,RMS.C4,PPP3CA,12643
0.1881,Cellline,RMS,RMS.C5,PPP3CA,12644
0.4541,Cellline,RMS,RMS.C6,PPP3CA,12645
0.2202,Cellline,RMS,RMS.C7,PPP3CA,12646
0.1464,Cellline,RMS,RMS.C8,PPP3CA,12647
0.188,Cellline,RMS,RMS.C9,PPP3CA,12648
0.3673,Tumor,EWS,EWS.T1,PPP3CA,12649
0.295,Tumor,EWS,EWS.T11,PPP3CA,12650
0.2242,Tumor,EWS,EWS.T12,PPP3CA,12651
1.3818,Tumor,EWS,EWS.T13,PPP3CA,12652
0.2784,Tumor,EWS,EWS.T14,PPP3CA,12653
0.2995,Tumor,EWS,EWS.T15,PPP3CA,12654
0.2826,Tumor,EWS,EWS.T19,PPP3CA,12655
0.2646,Tumor,EWS,EWS.T2,PPP3CA,12656
0.3735,Tumor,EWS,EWS.T3,PPP3CA,12657
0.1672,Tumor,EWS,EWS.T4,PPP3CA,12658
0.3863,Tumor,EWS,EWS.T6,PPP3CA,12659
0.2847,Tumor,EWS,EWS.T7,PPP3CA,12660
0.5211,Tumor,EWS,EWS.T9,PPP3CA,12661
0.1901,Tumor,RMS,RMS.T1,PPP3CA,12662
0.2136,Tumor,RMS,RMS.T10,PPP3CA,12663
0.2827,Tumor,RMS,RMS.T11,PPP3CA,12664
0.2692,Tumor,RMS,RMS.T2,PPP3CA,12665
0.9757,Tumor,RMS,RMS.T3,PPP3CA,12666
0.6138,Tumor,RMS,RMS.T4,PPP3CA,12667
0.4567,Tumor,RMS,RMS.T5,PPP3CA,12668
0.2628,Tumor,RMS,RMS.T6,PPP3CA,12669
0.4559,Tumor,RMS,RMS.T7,PPP3CA,12670
0.4353,Tumor,RMS,RMS.T8,PPP3CA,12671
0.7441,Tumor,RMS,RMS.T9,PPP3CA,12672
3.2213,Cellline,BL-NHL,BL.C1,PRKAR2B,12673
0.7423,Cellline,BL-NHL,BL.C2,PRKAR2B,12674
2.701,Cellline,BL-NHL,BL.C3,PRKAR2B,12675
1.9968,Cellline,BL-NHL,BL.C4,PRKAR2B,12676
1.1608,Cellline,BL-NHL,BL.C5,PRKAR2B,12677
1.6185,Cellline,BL-NHL,BL.C6,PRKAR2B,12678
3.7828,Cellline,BL-NHL,BL.C7,PRKAR2B,12679
2.5348,Cellline,BL-NHL,BL.C8,PRKAR2B,12680
0.1088,Cellline,EWS,EWS.C1,PRKAR2B,12681
0.1033,Cellline,EWS,EWS.C10,PRKAR2B,12682
0.0569,Cellline,EWS,EWS.C11,PRKAR2B,12683
0.3235,Cellline,EWS,EWS.C2,PRKAR2B,12684
0.2725,Cellline,EWS,EWS.C3,PRKAR2B,12685
0.2088,Cellline,EWS,EWS.C4,PRKAR2B,12686
0.2558,Cellline,EWS,EWS.C6,PRKAR2B,12687
0.5764,Cellline,EWS,EWS.C7,PRKAR2B,12688
0.0879,Cellline,EWS,EWS.C8,PRKAR2B,12689
0.2214,Cellline,EWS,EWS.C9,PRKAR2B,12690
0.5856,Cellline,NB,NB.C1,PRKAR2B,12691
1.3025,Cellline,NB,NB.C10,PRKAR2B,12692
1.2242,Cellline,NB,NB.C11,PRKAR2B,12693
0.5915,Cellline,NB,NB.C12,PRKAR2B,12694
0.3016,Cellline,NB,NB.C2,PRKAR2B,12695
0.3964,Cellline,NB,NB.C3,PRKAR2B,12696
0.8268,Cellline,NB,NB.C4,PRKAR2B,12697
0.8433,Cellline,NB,NB.C5,PRKAR2B,12698
0.961,Cellline,NB,NB.C6,PRKAR2B,12699
0.3052,Cellline,NB,NB.C7,PRKAR2B,12700
0.8701,Cellline,NB,NB.C8,PRKAR2B,12701
1.6183,Cellline,NB,NB.C9,PRKAR2B,12702
0.4342,Cellline,RMS,RMS.C10,PRKAR2B,12703
0.0609,Cellline,RMS,RMS.C11,PRKAR2B,12704
0.0624,Cellline,RMS,RMS.C2,PRKAR2B,12705
0.337,Cellline,RMS,RMS.C3,PRKAR2B,12706
0.4976,Cellline,RMS,RMS.C4,PRKAR2B,12707
0.3701,Cellline,RMS,RMS.C5,PRKAR2B,12708
0.3011,Cellline,RMS,RMS.C6,PRKAR2B,12709
0.2883,Cellline,RMS,RMS.C7,PRKAR2B,12710
0.0734,Cellline,RMS,RMS.C8,PRKAR2B,12711
0.0483,Cellline,RMS,RMS.C9,PRKAR2B,12712
0.6507,Tumor,EWS,EWS.T1,PRKAR2B,12713
0.5255,Tumor,EWS,EWS.T11,PRKAR2B,12714
0.4778,Tumor,EWS,EWS.T12,PRKAR2B,12715
1.5378,Tumor,EWS,EWS.T13,PRKAR2B,12716
0.2228,Tumor,EWS,EWS.T14,PRKAR2B,12717
0.2867,Tumor,EWS,EWS.T15,PRKAR2B,12718
0.1829,Tumor,EWS,EWS.T19,PRKAR2B,12719
0.084,Tumor,EWS,EWS.T2,PRKAR2B,12720
0.1838,Tumor,EWS,EWS.T3,PRKAR2B,12721
0.3586,Tumor,EWS,EWS.T4,PRKAR2B,12722
0.3173,Tumor,EWS,EWS.T6,PRKAR2B,12723
0.9717,Tumor,EWS,EWS.T7,PRKAR2B,12724
1.006,Tumor,EWS,EWS.T9,PRKAR2B,12725
0.3311,Tumor,RMS,RMS.T1,PRKAR2B,12726
0.1231,Tumor,RMS,RMS.T10,PRKAR2B,12727
0.1533,Tumor,RMS,RMS.T11,PRKAR2B,12728
0.2398,Tumor,RMS,RMS.T2,PRKAR2B,12729
0.1192,Tumor,RMS,RMS.T3,PRKAR2B,12730
0.1178,Tumor,RMS,RMS.T4,PRKAR2B,12731
0.4229,Tumor,RMS,RMS.T5,PRKAR2B,12732
0.1973,Tumor,RMS,RMS.T6,PRKAR2B,12733
0.3757,Tumor,RMS,RMS.T7,PRKAR2B,12734
0.153,Tumor,RMS,RMS.T8,PRKAR2B,12735
0.5901,Tumor,RMS,RMS.T9,PRKAR2B,12736
0.9832,Cellline,BL-NHL,BL.C1,PRKCA,12737
0.5806,Cellline,BL-NHL,BL.C2,PRKCA,12738
0.5196,Cellline,BL-NHL,BL.C3,PRKCA,12739
0.2489,Cellline,BL-NHL,BL.C4,PRKCA,12740
0.1612,Cellline,BL-NHL,BL.C5,PRKCA,12741
0.0917,Cellline,BL-NHL,BL.C6,PRKCA,12742
0.1809,Cellline,BL-NHL,BL.C7,PRKCA,12743
0.1133,Cellline,BL-NHL,BL.C8,PRKCA,12744
0.1159,Cellline,EWS,EWS.C1,PRKCA,12745
0.0465,Cellline,EWS,EWS.C10,PRKCA,12746
0.1021,Cellline,EWS,EWS.C11,PRKCA,12747
0.1459,Cellline,EWS,EWS.C2,PRKCA,12748
0.1581,Cellline,EWS,EWS.C3,PRKCA,12749
0.4436,Cellline,EWS,EWS.C4,PRKCA,12750
0.1573,Cellline,EWS,EWS.C6,PRKCA,12751
0.1285,Cellline,EWS,EWS.C7,PRKCA,12752
0.1843,Cellline,EWS,EWS.C8,PRKCA,12753
0.1485,Cellline,EWS,EWS.C9,PRKCA,12754
1.1592,Cellline,NB,NB.C1,PRKCA,12755
0.7654,Cellline,NB,NB.C10,PRKCA,12756
1.4381,Cellline,NB,NB.C11,PRKCA,12757
0.1709,Cellline,NB,NB.C12,PRKCA,12758
1.7467,Cellline,NB,NB.C2,PRKCA,12759
1.3216,Cellline,NB,NB.C3,PRKCA,12760
1.3011,Cellline,NB,NB.C4,PRKCA,12761
0.2808,Cellline,NB,NB.C5,PRKCA,12762
0.2231,Cellline,NB,NB.C6,PRKCA,12763
2.2691,Cellline,NB,NB.C7,PRKCA,12764
0.7027,Cellline,NB,NB.C8,PRKCA,12765
2.6779,Cellline,NB,NB.C9,PRKCA,12766
0.3199,Cellline,RMS,RMS.C10,PRKCA,12767
0.3153,Cellline,RMS,RMS.C11,PRKCA,12768
0.2022,Cellline,RMS,RMS.C2,PRKCA,12769
1.0217,Cellline,RMS,RMS.C3,PRKCA,12770
0.546,Cellline,RMS,RMS.C4,PRKCA,12771
0.278,Cellline,RMS,RMS.C5,PRKCA,12772
0.1508,Cellline,RMS,RMS.C6,PRKCA,12773
0.2454,Cellline,RMS,RMS.C7,PRKCA,12774
0.166,Cellline,RMS,RMS.C8,PRKCA,12775
0.4166,Cellline,RMS,RMS.C9,PRKCA,12776
0.2128,Tumor,EWS,EWS.T1,PRKCA,12777
0.3075,Tumor,EWS,EWS.T11,PRKCA,12778
0.1466,Tumor,EWS,EWS.T12,PRKCA,12779
0.2732,Tumor,EWS,EWS.T13,PRKCA,12780
0.1218,Tumor,EWS,EWS.T14,PRKCA,12781
0.1492,Tumor,EWS,EWS.T15,PRKCA,12782
0.4271,Tumor,EWS,EWS.T19,PRKCA,12783
0.6237,Tumor,EWS,EWS.T2,PRKCA,12784
0.2638,Tumor,EWS,EWS.T3,PRKCA,12785
0.2909,Tumor,EWS,EWS.T4,PRKCA,12786
0.709,Tumor,EWS,EWS.T6,PRKCA,12787
0.3698,Tumor,EWS,EWS.T7,PRKCA,12788
0.331,Tumor,EWS,EWS.T9,PRKCA,12789
0.3385,Tumor,RMS,RMS.T1,PRKCA,12790
0.1743,Tumor,RMS,RMS.T10,PRKCA,12791
0.1933,Tumor,RMS,RMS.T11,PRKCA,12792
0.2765,Tumor,RMS,RMS.T2,PRKCA,12793
0.3452,Tumor,RMS,RMS.T3,PRKCA,12794
0.2651,Tumor,RMS,RMS.T4,PRKCA,12795
0.5813,Tumor,RMS,RMS.T5,PRKCA,12796
0.1177,Tumor,RMS,RMS.T6,PRKCA,12797
0.2601,Tumor,RMS,RMS.T7,PRKCA,12798
0.1309,Tumor,RMS,RMS.T8,PRKCA,12799
0.6211,Tumor,RMS,RMS.T9,PRKCA,12800
0.1644,Cellline,BL-NHL,BL.C1,PRKCM,12801
0.1959,Cellline,BL-NHL,BL.C2,PRKCM,12802
0.1314,Cellline,BL-NHL,BL.C3,PRKCM,12803
0.1287,Cellline,BL-NHL,BL.C4,PRKCM,12804
0.2175,Cellline,BL-NHL,BL.C5,PRKCM,12805
0.1694,Cellline,BL-NHL,BL.C6,PRKCM,12806
0.0979,Cellline,BL-NHL,BL.C7,PRKCM,12807
0.1067,Cellline,BL-NHL,BL.C8,PRKCM,12808
0.6933,Cellline,EWS,EWS.C1,PRKCM,12809
1.6493,Cellline,EWS,EWS.C10,PRKCM,12810
0.9363,Cellline,EWS,EWS.C11,PRKCM,12811
0.253,Cellline,EWS,EWS.C2,PRKCM,12812
0.4324,Cellline,EWS,EWS.C3,PRKCM,12813
1.2152,Cellline,EWS,EWS.C4,PRKCM,12814
1.3612,Cellline,EWS,EWS.C6,PRKCM,12815
0.3,Cellline,EWS,EWS.C7,PRKCM,12816
0.7328,Cellline,EWS,EWS.C8,PRKCM,12817
1.2733,Cellline,EWS,EWS.C9,PRKCM,12818
0.7595,Cellline,NB,NB.C1,PRKCM,12819
0.427,Cellline,NB,NB.C10,PRKCM,12820
2.5584,Cellline,NB,NB.C11,PRKCM,12821
0.15,Cellline,NB,NB.C12,PRKCM,12822
0.5107,Cellline,NB,NB.C2,PRKCM,12823
1.081,Cellline,NB,NB.C3,PRKCM,12824
0.4699,Cellline,NB,NB.C4,PRKCM,12825
0.7388,Cellline,NB,NB.C5,PRKCM,12826
0.3326,Cellline,NB,NB.C6,PRKCM,12827
0.6027,Cellline,NB,NB.C7,PRKCM,12828
0.4208,Cellline,NB,NB.C8,PRKCM,12829
1.0733,Cellline,NB,NB.C9,PRKCM,12830
0.1296,Cellline,RMS,RMS.C10,PRKCM,12831
2.1217,Cellline,RMS,RMS.C11,PRKCM,12832
1.382,Cellline,RMS,RMS.C2,PRKCM,12833
0.3149,Cellline,RMS,RMS.C3,PRKCM,12834
0.1196,Cellline,RMS,RMS.C4,PRKCM,12835
0.1317,Cellline,RMS,RMS.C5,PRKCM,12836
0.229,Cellline,RMS,RMS.C6,PRKCM,12837
0.3776,Cellline,RMS,RMS.C7,PRKCM,12838
0.9113,Cellline,RMS,RMS.C8,PRKCM,12839
0.117,Cellline,RMS,RMS.C9,PRKCM,12840
0.4805,Tumor,EWS,EWS.T1,PRKCM,12841
0.3601,Tumor,EWS,EWS.T11,PRKCM,12842
0.197,Tumor,EWS,EWS.T12,PRKCM,12843
1.1295,Tumor,EWS,EWS.T13,PRKCM,12844
0.367,Tumor,EWS,EWS.T14,PRKCM,12845
0.3499,Tumor,EWS,EWS.T15,PRKCM,12846
0.6692,Tumor,EWS,EWS.T19,PRKCM,12847
0.786,Tumor,EWS,EWS.T2,PRKCM,12848
0.3691,Tumor,EWS,EWS.T3,PRKCM,12849
0.2876,Tumor,EWS,EWS.T4,PRKCM,12850
0.6523,Tumor,EWS,EWS.T6,PRKCM,12851
0.3556,Tumor,EWS,EWS.T7,PRKCM,12852
0.8887,Tumor,EWS,EWS.T9,PRKCM,12853
0.4493,Tumor,RMS,RMS.T1,PRKCM,12854
5.1827,Tumor,RMS,RMS.T10,PRKCM,12855
6.9794,Tumor,RMS,RMS.T11,PRKCM,12856
0.5027,Tumor,RMS,RMS.T2,PRKCM,12857
1.0065,Tumor,RMS,RMS.T3,PRKCM,12858
3.9167,Tumor,RMS,RMS.T4,PRKCM,12859
1.1653,Tumor,RMS,RMS.T5,PRKCM,12860
5.6706,Tumor,RMS,RMS.T6,PRKCM,12861
0.7311,Tumor,RMS,RMS.T7,PRKCM,12862
2.8962,Tumor,RMS,RMS.T8,PRKCM,12863
1.2448,Tumor,RMS,RMS.T9,PRKCM,12864
0.211,Cellline,BL-NHL,BL.C1,PSEN2,12865
0.16615,Cellline,BL-NHL,BL.C2,PSEN2,12866
0.23145,Cellline,BL-NHL,BL.C3,PSEN2,12867
0.15015,Cellline,BL-NHL,BL.C4,PSEN2,12868
0.19145,Cellline,BL-NHL,BL.C5,PSEN2,12869
0.1522,Cellline,BL-NHL,BL.C6,PSEN2,12870
0.12655,Cellline,BL-NHL,BL.C7,PSEN2,12871
0.07445,Cellline,BL-NHL,BL.C8,PSEN2,12872
0.26195,Cellline,EWS,EWS.C1,PSEN2,12873
0.24155,Cellline,EWS,EWS.C10,PSEN2,12874
0.19715,Cellline,EWS,EWS.C11,PSEN2,12875
0.20615,Cellline,EWS,EWS.C2,PSEN2,12876
0.18825,Cellline,EWS,EWS.C3,PSEN2,12877
0.1609,Cellline,EWS,EWS.C4,PSEN2,12878
0.2522,Cellline,EWS,EWS.C6,PSEN2,12879
0.1378,Cellline,EWS,EWS.C7,PSEN2,12880
0.15965,Cellline,EWS,EWS.C8,PSEN2,12881
0.24205,Cellline,EWS,EWS.C9,PSEN2,12882
0.1962,Cellline,NB,NB.C1,PSEN2,12883
0.2919,Cellline,NB,NB.C10,PSEN2,12884
0.1563,Cellline,NB,NB.C11,PSEN2,12885
0.25885,Cellline,NB,NB.C12,PSEN2,12886
0.2427,Cellline,NB,NB.C2,PSEN2,12887
0.307,Cellline,NB,NB.C3,PSEN2,12888
0.2975,Cellline,NB,NB.C4,PSEN2,12889
0.14375,Cellline,NB,NB.C5,PSEN2,12890
0.14465,Cellline,NB,NB.C6,PSEN2,12891
0.12575,Cellline,NB,NB.C7,PSEN2,12892
0.12345,Cellline,NB,NB.C8,PSEN2,12893
0.2709,Cellline,NB,NB.C9,PSEN2,12894
0.5468,Cellline,RMS,RMS.C10,PSEN2,12895
0.5158,Cellline,RMS,RMS.C11,PSEN2,12896
0.24345,Cellline,RMS,RMS.C2,PSEN2,12897
0.74535,Cellline,RMS,RMS.C3,PSEN2,12898
1.17,Cellline,RMS,RMS.C4,PSEN2,12899
0.516,Cellline,RMS,RMS.C5,PSEN2,12900
0.9055,Cellline,RMS,RMS.C6,PSEN2,12901
0.47,Cellline,RMS,RMS.C7,PSEN2,12902
0.256,Cellline,RMS,RMS.C8,PSEN2,12903
0.99405,Cellline,RMS,RMS.C9,PSEN2,12904
0.21375,Tumor,EWS,EWS.T1,PSEN2,12905
0.2606,Tumor,EWS,EWS.T11,PSEN2,12906
0.1709,Tumor,EWS,EWS.T12,PSEN2,12907
0.53485,Tumor,EWS,EWS.T13,PSEN2,12908
0.38425,Tumor,EWS,EWS.T14,PSEN2,12909
0.3504,Tumor,EWS,EWS.T15,PSEN2,12910
0.307,Tumor,EWS,EWS.T19,PSEN2,12911
